"","TRAP","EKATTE","Name_en","distToTown","azimuth"
"273",8588,"81121","Chernozem",1758.95114130578,72.7849940004791
"274",8589,"81121","Chernozem",1875.89881036912,74.4367856054768
"275",8590,"81121","Chernozem",1808.69004830937,71.8469816104945
"276",9744,"46797","Malomirovo",762.799838694616,33.5278450494129
"277",8742,"17748","Granitovo",3154.53731235459,177.617842638091
"278",8743,"17748","Granitovo",2695.23841853469,190.938855453
"279",8591,"17748","Granitovo",2851.1075567076,339.566442593409
"280",8744,"17748","Granitovo",2773.40104387156,191.328127565829
"281",8592,"17748","Granitovo",2577.18356456015,344.689650809099
"282",8745,"17748","Granitovo",2785.87880819154,191.665159236992
"283",8746,"17748","Granitovo",2743.14511886371,191.114137971783
"284",8593,"47768","Melnitsa",1604.66371973109,138.411012471672
"285",8594,"47768","Melnitsa",1867.97734734992,105.593392044851
"286",8747,"17748","Granitovo",2014.43161958254,207.728234169308
"287",8595,"17748","Granitovo",5166.84576431867,353.07223146029
"288",8748,"17748","Granitovo",1994.94941902455,206.951271901419
"289",8596,"47768","Melnitsa",3219.24000865212,57.3862642164122
"290",8749,"17748","Granitovo",2346.55156956449,270.940996405517
"291",8750,"17748","Granitovo",2433.66854348601,271.680326389811
"292",8751,"17748","Granitovo",2475.45065174943,290.284963698871
"293",8597,"47768","Melnitsa",1294.04431964049,63.6305781375252
"294",8752,"47768","Melnitsa",2707.45712850691,178.292210014287
"295",8598,"27382","Elhovo",2311.20006132885,221.276865156306
"296",8599,"27382","Elhovo",2404.32012631303,221.268571107554
"297",9745,"46797","Malomirovo",1459.1844091274,54.4245267666978
"298",9829,"21542","Dobrich",2753.96039015488,194.552450412373
"299",8600,"27382","Elhovo",2838.56088629728,219.435857702572
"300",8601,"27382","Elhovo",3546.25554893884,215.285644379866
"301",9830,"21542","Dobrich",2800.21276392522,192.883914979803
"302",8602,"36909","Kirilovo",2288.51668000953,353.973335671976
"303",8603,"36909","Kirilovo",2253.81244409187,349.556403980402
"304",9831,"36909","Kirilovo",3135.89639392526,325.756931910878
"305",9832,"36909","Kirilovo",3198.97113792632,325.239692353651
"306",8604,"27382","Elhovo",4609.91284576623,245.607209937637
"307",8605,"27382","Elhovo",4109.68854033338,249.298384492753
"308",9833,"21542","Dobrich",1902.04983660414,150.902234454199
"309",8606,"27382","Elhovo",3921.17935374819,248.963865162394
"310",9834,"21542","Dobrich",1864.73908290133,151.179334883816
"311",9835,"21542","Dobrich",1805.18245115203,152.341509728432
"312",9836,"21542","Dobrich",1443.21200517387,157.935530126595
"313",9837,"21542","Dobrich",2588.89141757137,99.8113893689473
"314",9838,"21542","Dobrich",2593.62054574287,100.079947182488
"315",9839,"21542","Dobrich",2648.8804083146,100.279100812213
"316",9840,"21542","Dobrich",2677.82245312247,101.23255350759
"317",9841,"21542","Dobrich",2900.75416457351,116.230791086336
"318",9842,"21542","Dobrich",2912.70625882,115.466693903329
"319",9843,"21542","Dobrich",2931.25780909797,114.23848427221
"320",8607,"43459","Lesovo",2342.12307281491,319.665118810638
"321",8608,"43459","Lesovo",2092.31572792716,301.387181449632
"322",9844,"43459","Lesovo",3107.48081145525,112.575672299443
"323",9845,"43459","Lesovo",2344.27890633182,99.9661110300099
"324",8609,"43459","Lesovo",2799.63300731939,275.891306724851
"325",8610,"43459","Lesovo",4060.2601398103,263.368677962186
"326",9846,"47768","Melnitsa",1966.70294010918,346.068958145473
"327",9847,"47768","Melnitsa",2275.50022353697,317.483548918743
"328",8611,"43459","Lesovo",3773.70650999383,232.408464699917
"329",8753,"46797","Malomirovo",2156.09269198958,340.988481821715
"330",9848,"47768","Melnitsa",1447.59207374801,215.006672532733
"331",8612,"43459","Lesovo",2751.97295241284,241.889050005575
"332",8754,"46797","Malomirovo",2096.57512567525,340.663527153978
"333",9746,"46797","Malomirovo",296.965554862334,282.828678921399
"334",8614,"12530","Valcha polyana",620.729839256049,284.019818433009
"335",9849,"47768","Melnitsa",1202.05065980191,254.273809999319
"336",8755,"15730","Golyam Dervent",3519.04561331442,205.660453980245
"337",8615,"12530","Valcha polyana",891.714725152631,304.239710583311
"338",9850,"47768","Melnitsa",1150.36692826276,255.096572402097
"339",9747,"46797","Malomirovo",847.712316539095,94.0641856659288
"340",9851,"47768","Melnitsa",1365.66561006493,253.073197800431
"341",8616,"12530","Valcha polyana",950.888494534772,343.463370288851
"342",8757,"15730","Golyam Dervent",3771.0213891718,214.699840369614
"343",8617,"15730","Golyam Dervent",2514.16027734472,132.048330429373
"344",8618,"15730","Golyam Dervent",1739.82321623562,132.686355025486
"345",8758,"15730","Golyam Dervent",3382.93766277714,221.486651331552
"346",9852,"46615","Malko Kirilovo",1411.77566231833,220.132758917858
"347",8619,"15730","Golyam Dervent",824.316413935605,355.688195710584
"348",8759,"15730","Golyam Dervent",3514.724060475,239.774483189074
"349",9853,"61738","Razdel",3714.78393786271,0.0218853974390794
"350",8760,"15730","Golyam Dervent",2907.39020145593,240.718657070421
"351",9854,"61738","Razdel",3748.2775225547,0.0258708043252578
"352",9855,"61738","Razdel",3199.41766036409,3.19784261595609
"353",9856,"61738","Razdel",3058.97595076295,4.8746977398572
"354",8623,"43116","Lalkovo",601.421691577322,29.671481722134
"355",8624,"43116","Lalkovo",889.694553501423,34.1410821436249
"356",9857,"47768","Melnitsa",3215.50229849949,269.552990190311
"357",8761,"43116","Lalkovo",2835.60603445979,95.3288995591081
"358",9858,"47768","Melnitsa",2820.84132802934,257.415546432741
"359",8625,"43116","Lalkovo",1884.41845642243,34.5343043398874
"360",8626,"43116","Lalkovo",1470.9249191054,41.5188781143851
"361",9859,"47768","Melnitsa",3039.66422310484,248.363904754859
"362",9860,"47768","Melnitsa",3082.97657763503,245.040314162389
"363",8627,"43116","Lalkovo",2208.79824221794,6.02921264170949
"364",8762,"61738","Razdel",1122.38040966439,143.250350323455
"365",9861,"47768","Melnitsa",3011.71940937308,249.187463093296
"366",8628,"43116","Lalkovo",2036.98233377868,2.91596075339615
"367",8629,"43116","Lalkovo",2801.13693539602,352.144251477706
"368",9862,"61738","Razdel",3223.28351132388,63.6623188750744
"369",8630,"43116","Lalkovo",2764.9712077991,351.422924840138
"370",8763,"61738","Razdel",3647.45242791292,185.344634638991
"371",8764,"61738","Razdel",3655.71210364283,186.226991796941
