"","TRAP","Zemlishte","DistanceZemlishte","DirectionToZemlishte","Easting","Northing","Source","Type","LU_Around","LU_Top","DiameterMax","HeightMax","Condition","PrincipalSourceOfImpact","elevAster","slopeAster","aspectAster","prom250mbuff","TPI","TRI","rough"
"98",8756,"Iglika",3397.7787087215,16.6375118930525,480302.243176963,4651345.78790794,"Survey","Burial Mound?","Forest","Forest","10","0.5","3 - damaged","Looting?",434.478607177734,4.28497905661546,155.770860966105,87.1,0.405811309814453,1.75526809692383,5.14266967773438
"99",9747,"Malomirovo",847.712316539095,94.0641856659288,469558.336232743,4665742.90425763,"Survey","Surface Scatter","Annual agriculture","Annual agriculture","120","0","2 - minor damage","Agriculture",127.38020324707,7.85301026866598,341.847078239946,73.55,0.0273170471191406,3.2747917175293,10.0484237670898
"100",9851,"Melnitsa",1365.66561006493,253.073197800431,465373.594481869,4655581.70345715,"Survey","Surface Scatter","Annual agriculture","Annual agriculture","0","0","3 - damaged","Agriculture",218.096115112305,2.83478716359215,345.618008466534,98.91,0.506261825561523,1.18605995178223,3.86318969726562
"101",8616,"Valcha polyana",950.888494534772,343.463370288851,473552.993113966,4649933.0557686,"Legacy verification","Burial Mound","Pasture","Pasture","22","2","3 - damaged","Animal activity",308.605010986328,9.04777999880748,68.5166793647724,66.67,0.702011108398438,3.04491424560547,10.4727172851562
"102",8757,"Golyam Dervent",3771.0213891718,214.699840369614,480897.924409821,4651269.76739954,"Legacy verification","Extinct Burial Mound","Forest","Forest","0","0","5 - extinct or near extinct","Other (specify in Annotation) (Mound is not here, but we were unable to establish the reason why.)",479.740234375,6.54532128873555,269.00697375276,53.65,1.38586044311523,2.38717269897461,6.60479736328125
"103",8617,"Golyam Dervent",2514.16027734472,132.048330429373,476884.202315955,4649853.31567681,"Legacy verification","Burial Mound","Scrub","Forest","22","1.7","3 - damaged","Looting",384.712188720703,2.47775908303014,268.07928494061,26.88,-0.967845916748047,1.2814826965332,4.96456909179688
"104",8618,"Golyam Dervent",1739.82321623562,132.686355025486,477472.265362344,4649349.01205593,"Legacy verification","Burial Mound","Pasture","Forest","28","1.5","4 - seriously damaged","Looting",385.643646240234,1.51834885602506,297.809668303784,64.49,0.395393371582031,0.612403869628906,1.91033935546875
"105",8758,"Golyam Dervent",3382.93766277714,221.486651331552,480992.179754644,4650703.63134614,"Survey","Burial Mound?","Pasture","Pasture","10","0.8","3 - damaged","Looting",462.037780761719,3.42126153187249,193.415343688456,58.48,0.690357208251953,1.42702102661133,4.50131225585938
"106",9852,"Malko Kirilovo",1411.77566231833,220.132758917858,469254.440923418,4654443.6544148,"Legacy verification","Burial Mound?","Perennial agriculture","Scrub","12","2","1 - pristine","Erosion",281.926971435547,3.81855937886767,18.0916210746598,77.17,0.500007629394531,1.57460021972656,4.86041259765625
"107",8619,"Golyam Dervent",824.316413935605,355.688195710584,478813.14333288,4647347.45533248,"Legacy verification","Other","Scrub","Pasture","50","3","0 - No observation","Construction",402.081085205078,3.41744243682165,121.946202497418,88.49,1.13334274291992,1.35445022583008,4.7847900390625
"108",8759,"Golyam Dervent",3514.724060475,239.774483189074,481788.067555927,4649938.76763003,"Legacy verification","Burial Mound","Pasture","Forest","17","2.4","3 - damaged","Looting",491.730926513672,3.32580058616105,223.099765577414,52.35,-0.108367919921875,1.41063690185547,4.93838500976562
"109",9853,"Razdel",3714.78393786271,0.0218853974390794,471339.128587534,4654843.69150141,"Legacy verification","Burial Mound","Forest","Forest","20","1","4 - seriously damaged","Looting",299,1.74164571410609,24.5341359624706,6.07,0.763900756835938,0.763900756835938,2.35800170898438
"110",8760,"Golyam Dervent",2907.39020145593,240.718657070421,481287.076622436,4649591.43871401,"Legacy verification","Burial Mound","Pasture","Pasture","18","2.5","2 - minor damage","Erosion",454.679748535156,4.1739733201807,241.494642961471,28.16,0.0153007507324219,1.41000747680664,4.92996215820312
"111",9854,"Razdel",3748.2775225547,0.0258708043252578,471338.855069479,4654810.19802782,"Survey","Burial Mound?","Scrub","Scrub","20","1.6","3 - damaged","Other (Military trench)",299,0.244963939292659,201.900252075098,9.35,0.103668212890625,0.103668212890625,0.389678955078125
"112",9855,"Razdel",3199.41766036409,3.19784261595609,471162.071504365,4655364.03943202,"Legacy verification","Burial Mound","Scrub","Scrub","20","2","2 - minor damage","Agriculture",318.855407714844,4.33520204241356,143.736462809439,7.55,0.189949035644531,1.66995239257812,5.66778564453125
"113",9856,"Razdel",3058.97595076295,4.8746977398572,471080.605174082,4655510.56377881,"Legacy verification","Extinct Burial Mound","Scrub","Scrub","0","0","0 - No observation","No observation",329.214721679688,5.24308377442022,187.284907706529,48.19,0.063507080078125,2.14413452148438,6.36376953125
"114",8623,"Lalkovo",601.421691577322,29.671481722134,476409.097882505,4657721.23632043,"Survey","Uncertain Feature","Annual agriculture","Scrub","12","0.7","0 - No observation","Agriculture",229.048950195312,5.03503354061309,285.158540851948,68.46,0.70466423034668,1.60700416564941,5.39517211914062
"115",8624,"Lalkovo",889.694553501423,34.1410821436249,476207.491836718,4657507.43547296,"Legacy verification","Burial Mound","Annual agriculture","Scrub","18","1","3 - damaged","Agriculture",231.479904174805,1.70966511889836,39.3433713525359,55.27,1.50055503845215,1.50055503845215,3.89834594726562
"116",9857,"Melnitsa",3215.50229849949,269.552990190311,467282.497368502,4655209.17668986,"Legacy verification","Burial Mound","Annual agriculture","Pasture","11","0.5","3 - damaged","Agriculture",253,0.657281996163721,8.1379902072383,23.64,-0.0225753784179688,0.290943145751953,1.59257507324219
"117",8761,"Lalkovo",2835.60603445979,95.3288995591081,473883.466921067,4658507.14911151,"Legacy verification","Burial Mound","Forest","Forest","20","2.5","4 - seriously damaged","Looting",225.750030517578,0.166788389444241,342.084712826127,13.45,0.857822418212891,0.857822418212891,1.49276733398438
"118",9858,"Melnitsa",2820.84132802934,257.415546432741,466820.166129704,4655798.69074546,"Legacy verification","Burial Mound","Pasture","Forest","25","1.5","2 - minor damage","Erosion",252,0.0159718695704474,48.7164940527156,29.93,0.263271331787109,0.263271331787109,0.529281616210938
"119",8625,"Lalkovo",1884.41845642243,34.5343043398874,475638.541418575,4656691.4391298,"Survey","Uncertain Feature","Scrub","Pasture","16","0.6","3 - damaged","Animal activity",242.1884765625,2.84970121842883,331.568399010022,71.33,0.529106140136719,1.17899322509766,3.47865295410156
"120",8626,"Lalkovo",1470.9249191054,41.5188781143851,475731.790143092,4657142.46197051,"Legacy verification","Burial Mound","Scrub","Scrub","35","3.5","2 - minor damage","Animal activity",241.38069152832,1.56677576132618,359.772782760345,13.67,-0.0770988464355469,0.717494964599609,2.77143859863281
"121",9859,"Melnitsa",3039.66422310484,248.363904754859,466892.595756052,4656304.8455286,"Legacy verification","Burial Mound","Annual agriculture","Scrub","30","4","3 - damaged","Looting",238,0.402872365658999,90.0015138095813,70.5,0.0431938171386719,0.184848785400391,0.8319091796875
"122",9860,"Melnitsa",3082.97657763503,245.040314162389,466862.134673333,4656485.04615263,"Survey","Burial Mound?","Annual agriculture","Scrub","16","1","3 - damaged","Looting",226.464401245117,4.77064094053428,322.676859810119,32.49,-0.0843582153320312,1.8407096862793,5.82203674316406
"123",8627,"Lalkovo",2208.79824221794,6.02921264170949,476474.815153593,4656047.21819428,"Legacy verification","Burial Mound","Scrub","Scrub","20","1.5","3 - damaged","Erosion",284,0.499504829865001,298.88805073481,53.96,0.0760154724121094,0.386348724365234,1.33010864257812
"124",8762,"Razdel",1122.38040966439,143.250350323455,470669.005220224,4659457.79085683,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture","40","2.4","3 - damaged","Agriculture",214.403137207031,2.85806643952904,299.559638675689,26.43,0.1842041015625,0.940475463867188,3.51629638671875
"125",9861,"Melnitsa",3011.71940937308,249.187463093296,466882.291482853,4656254.18881228,"Survey","Burial Mound","Annual agriculture","Annual agriculture","0 (unknown due to the ploughed field, that had made it very flat)","0.2","5 - extinct or near extinct","Agriculture",238,0.822801095051728,50.0931384942146,24.01,-0.0852203369140625,0.274147033691406,1.27134704589844
"126",8628,"Lalkovo",2036.98233377868,2.91596075339615,476603.193779004,4656209.45350648,"Legacy verification","Extinct Burial Mound","Scrub","Scrub","0","0","0 - No observation","No observation",270.631530761719,2.53359673980597,10.8345393440388,41.88,-0.0499992370605469,1.04418563842773,3.33270263671875
"127",8629,"Lalkovo",2801.13693539602,352.144251477706,477089.675409504,4655468.94924206,"Legacy verification","Burial Mound","Scrub","Scrub","35","4","3 - damaged","Erosion",279.971343994141,3.78794326982061,70.0378431491157,32.85,-0.180469512939453,1.24450302124023,3.99249267578125
"128",9862,"Razdel",3223.28351132388,63.6623188750744,468451.857460302,4657128.43102039,"Legacy verification","Burial Mound","Forest","Forest","40","4","4 - seriously damaged","Looting",207.123992919922,3.90642875449541,296.348053689504,74.09,0.545372009277344,1.4727783203125,4.52961730957031
"129",8630,"Lalkovo",2764.9712077991,351.422924840138,477119.184432375,4655509.75026844,"Survey","Burial Mound","Scrub","Scrub","22","1.2","2 - minor damage","Animal activity",278.216827392578,3.525560647319,82.4876343881003,38.71,0.00435256958007812,1.10976028442383,3.538818359375
"130",8763,"Razdel",3647.45242791292,185.344634638991,471680.294048292,4662190.07006837,"Survey","Burial Mound","Annual agriculture","Scrub","17","2","2 - minor damage","Agriculture",181.787628173828,3.31897399178213,151.33544422766,62.23,0.868158340454102,1.41623497009277,4.64083862304688
"131",8764,"Razdel",3655.71210364283,186.226991796941,471737.07415702,4662192.61848139,"Legacy verification","Burial Mound?","Annual agriculture","Pasture","20","0.3","5 - extinct or near extinct","Agriculture",179.82682800293,4.68130435342401,194.524348580806,66.06,0.238313674926758,1.8849048614502,5.71351623535156
"132",8631,"Lalkovo",2537.54287366159,354.254657041783,476960.84369634,4655719.00247742,"Survey","Other","Scrub","Scrub","40","2","4 - seriously damaged","Construction",278.321441650391,1.78790176970227,234.754465525825,29.39,-0.106803894042969,0.625205993652344,2.24978637695312
"133",8765,"Razdel",3708.91681478803,186.673759050531,471771.582495431,4662242.26028676,"Legacy verification","Burial Mound","Annual agriculture","Pasture","25","3.5","2 - minor damage","Looting",184.307769775391,4.08974669146841,201.703854868479,62.59,0.272163391113281,1.68611526489258,5.2208251953125
"134",8766,"Malomirovo",2301.19838539481,359.73804577217,470414.437748765,4663381.64920091,"Legacy verification","Burial Mound?","Annual agriculture","Pasture","40","2.7","3 - damaged","Agriculture",144.927139282227,2.24806550886972,134.638195662074,61.87,-0.44549560546875,1.05940628051758,3.50410461425781
"135",8632,"Lalkovo",2202.60764227408,337.206317741332,477560.138303793,4656213.20147928,"Legacy verification","Burial Mound","Scrub","Scrub","20","1.2","3 - damaged","Erosion",246.732894897461,4.90770054943571,6.65769242530363,75.45,0.238016128540039,2.02460289001465,5.79649353027344
"136",8633,"Lalkovo",1909.93403682508,338.750441672477,477399.036434536,4656463.71951795,"Legacy verification","Burial Mound","Pasture","Pasture","20","1.5","3 - damaged","Agriculture",227.529983520508,6.68346316152531,283.455846032927,7.3,0.450933456420898,2.17629432678223,6.92135620117188
"137",9863,"Chernozem",3656.94516270812,20.1654082555502,466278.464382837,4658930.53038136,"Legacy verification","Burial Mound","Forest","Forest","8","1.5","3 - damaged","Looting",219.610275268555,3.94524461025529,267.877463052706,6.81,0.477411270141602,1.17427253723145,3.40669250488281
"138",8767,"Chernozem",1719.50596680404,260.703155580617,469236.048280067,4662641.09491677,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture","25","1.7","3 - damaged","Agriculture",141.626068115234,4.46442652305489,9.99604508269232,64.49,0.174177169799805,1.82192802429199,5.98191833496094
"139",9864,"Chernozem",3691.22324912928,19.9548186619809,466279.391595207,4658893.69993028,"Survey","Burial Mound","Forest","Forest","20","1","2 - minor damage","Looting",220.080871582031,1.13636186550889,278.06058006099,10.79,-0.255071640014648,0.577627182006836,1.48432922363281
"140",8634,"Lalkovo",953.62071003346,236.744978226199,477504.271378437,4658766.73208109,"Legacy verification","Burial Mound","Perennial agriculture","Pasture","15","1.5","3 - damaged","Agriculture",232.573272705078,2.12177291811698,200.175017742964,79.29,0.384374618530273,0.896169662475586,2.5169677734375
"141",9865,"Lesovo",5659.36786937554,272.003048605872,470307.789693238,4649178.49248287,"Survey","Burial Mound","Scrub","Scrub","20","1.2","3 - damaged","Looting",365.064147949219,1.51710252259013,334.658018923551,46.59,0.292869567871094,0.666778564453125,2.0736083984375
"142",9866,"Valcha polyana",3447.15640194667,41.072098853322,471017.533319516,4648245.85951268,"Legacy verification","Burial Mound","Pasture","Scrub","25","2.5","4 - seriously damaged","Looting",391.792633056641,3.69984161593257,289.637054834246,1.8,0.834491729736328,1.3897819519043,4.14114379882812
"143",9867,"Valcha polyana",3172.15666674552,28.4217662622454,471772.528924364,4648054.803862,"Legacy verification","Extinct Burial Mound","Forest","Other","0","0","0 - No observation","No observation",431.158050537109,3.08512099630764,204.268472476002,55.07,0.292865753173828,1.29939651489258,4.369873046875
"144",9868,"Lesovo",4610.84166327757,271.623312417461,469260.87107647,4649245.68494924,"Survey","Burial Mound?","Scrub","Scrub","8","0.5","3 - damaged","Looting",405.054138183594,3.71203265980047,340.740221048555,90.91,0.797702789306641,1.55264663696289,4.75439453125
"145",9869,"Lesovo",3752.67421025187,270.704951516272,468404.270045798,4649330.13180761,"Survey","Burial Mound","Scrub","Scrub","18","2.3","1 - pristine","Animal activity",370.477264404297,4.50141542830345,327.514225367127,90.55,0.0901222229003906,1.8036003112793,5.99258422851562
"146",9870,"Lesovo",3515.71370186563,263.64855608752,468146.014225109,4649765.23435492,"Survey","Burial Mound","Pasture","Scrub","20","3","2 - minor damage","Looting",356.695465087891,2.69724643488716,341.104058578474,60.29,0.662799835205078,1.13530349731445,3.5001220703125
"147",8635,"Kamenets",1440.35733250637,353.619584791287,478501.728455113,4685961.57989914,"Legacy verification","Burial Mound","Annual agriculture","Forest","46","3.5","2 - minor damage","Agriculture",224.234481811523,1.70969809415718,117.935270764572,57.91,-0.0657005310058594,0.570541381835938,2.00828552246094
"148",8768,"Polyana",1593.8282751738,292.151537170495,486632.472443537,4682961.72878976,"Legacy verification","Extinct Burial Mound","Scrub","Scrub","20","1.7","5 - extinct or near extinct","Looting (maybe excavated )??",223.248352050781,2.79883705237807,92.3570350820156,4.32,0.317193984985352,0.812284469604492,2.51741027832031
"149",8636,"Kamenets",1613.60127698066,357.870892611242,478401.610162259,4685780.5282796,"Survey","Surface Scatter","Annual agriculture","Annual agriculture","100","0","3 - damaged","Agriculture",215.313369750977,5.75078001555718,150.79796846259,64.13,-0.2459716796875,2.33833694458008,6.61256408691406
"150",8637,"Robovo",3534.47793831432,277.583760871238,477966.874542656,4684964.83893893,"Survey","Burial Mound","Forest","Pasture","35","3.5","4 - seriously damaged","Looting",225.787704467773,1.96249193058599,260.613895816651,94.27,0.147689819335938,0.651973724365234,1.84016418457031
"151",8769,"Polyana",1944.04473685446,295.227037560646,486914.918350768,4682734.1297495,"Survey","Other","Scrub","Scrub","10","2.2","0 - No observation","Other (military)",199.039245605469,0.264985945495868,337.690328213456,67.99,-0.663911819458008,0.663911819458008,1.2489013671875
"152",8638,"Leyarovo",2366.33854756913,136.65542673224,478859.3350036,4684918.04758557,"Legacy verification","Burial Mound","Annual agriculture","Pasture","48","6","3 - damaged","Looting",229.309265136719,2.14197187411884,209.332202857267,54.51,-0.19732666015625,0.882423400878906,2.6998291015625
"153",8770,"Aleksandrovo",3595.74901527804,48.6464510953459,487893.606732332,4683180.21450599,"Legacy verification","Burial Mound?","Annual agriculture","Forest","8","0.8","5 - extinct or near extinct","Post-depositional",246.046722412109,4.83648583062423,262.052751455771,90.61,-0.17988395690918,1.53437614440918,5.02005004882812
"154",8639,"Borisovo",2073.0546762381,215.756881513973,478921.744168685,4683930.56447925,"Legacy verification","Uncertain Feature","Urban","Scrub","35","6","3 - damaged","Urban development",209.639038085938,1.68936952349709,341.073942208093,38.49,0.130840301513672,0.680477142333984,2.07955932617188
"155",8771,"Polyana",2190.88026877083,276.272422948542,487334.049787672,4683323.32713797,"Legacy verification","Extinct Burial Mound","Forest","Scrub","0","0","0 - No observation","No observation",209.084106445312,2.59212164934002,49.736537853913,7.27,-0.156133651733398,1.07229423522949,3.91889953613281
"156",8640,"Leyarovo",2555.40194901772,181.330553730444,480542.890269034,4685751.86682804,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture","19","1.1","3 - damaged","Agriculture",245.77067565918,1.44599203669803,107.25979464879,45.68,0.360881805419922,0.501312255859375,1.56547546386719
"157",8641,"Leyarovo",2487.51723295657,180.878498379338,480521.691504053,4685684.37873675,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture","19","1.1","3 - damaged","Agriculture",245.19987487793,2.02569562319782,126.735544804367,83.45,0.116535186767578,0.651885986328125,2.13583374023438
"158",8642,"Kamenets",3415.84983881872,300.0440125486,481298.562540987,4685682.81879801,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture","22","0.5","3 - damaged","Agriculture",252.500793457031,2.27775596377159,183.329705809447,62.37,-0.0865898132324219,0.911434173583984,2.8001708984375
"159",8643,"Kamenets",3397.18370334896,298.629247475528,481323.501591427,4685765.28909109,"Legacy verification","Extinct Burial Mound","Annual agriculture","Annual agriculture","0","0","4 - seriously damaged","Agriculture",255.803451538086,0.966279451702476,147.012911570887,68.71,0.265996932983398,0.413408279418945,1.498046875
"160",8772,"Aleksandrovo",2599.4895509286,45.8669872026993,488727.025643101,4683745.84518066,"Legacy verification","Extinct Burial Mound?","Forest","Scrub","5","0.3","5 - extinct or near extinct","Other (specify in Annotation)",221.888458251953,1.3215810765491,71.6886041662276,24.64,0.0572376251220703,0.392736434936523,1.810791015625
"161",8773,"Polyana",3451.23565300631,256.37999341041,488510.467763573,4684375.39583218,"Legacy verification","Extinct Burial Mound","Forest","Forest","0","0","0 - No observation","No observation",227.041381835938,4.62008676520873,292.699639371605,0,-0.83331298828125,1.58360290527344,5.86846923828125
"162",8644,"Leyarovo",1647.14914725023,72.5724325054122,478912.013702755,4682703.83291611,"Legacy verification","Other","Forest","Scrub","20","1","0 - No observation","Other (military activity and geodetic marker )",303.982391357422,5.47146889995502,256.825323144103,34.42,0.894565582275391,1.78410720825195,5.90679931640625
"163",8774,"Polyana",3075.21092313498,249.40676778607,488034.993174005,4684644.34097641,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture","20","0.5","4 - seriously damaged","Agriculture",189.877700805664,8.78969074759782,214.366029347297,35.61,0.756311416625977,3.45151710510254,11.8643798828125
"164",8645,"Borisovo",784.345012734197,265.784210819554,478492.583383335,4682305.93229847,"Survey","Surface Scatter","Annual agriculture","Annual agriculture","100","0","3 - damaged","Agriculture",254.567962646484,4.62548706633326,304.716738297836,7.55,-0.229290008544922,1.56257629394531,5.61994934082031
"165",8775,"Polyana",2016.649641383,256.073700305553,487113.657345728,4684048.04803454,"Legacy verification","Extinct Burial Mound?","Pasture","Pasture","0","0","0 - No observation","No observation",181.003540039062,3.65988156213794,3.68474606609761,40.43,-0.0612545013427734,1.49795341491699,3.99813842773438
"166",8646,"Borisovo",1104.08006031403,278.506547951541,478802.294643384,4682084.95450754,"Legacy verification","Burial Mound","Forest","Scrub","24","1.7","3 - damaged","Looting",286.341644287109,2.26047772337636,278.149862997352,84.95,0.622356414794922,0.897991180419922,2.72238159179688
"167",8776,"Polyana",1101.34738481763,270.168646630616,486257.627494454,4683559.4519778,"Legacy verification","Burial Mound","Pasture","Pasture","16","1.7","4 - seriously damaged","Looting",213.772537231445,4.83521918288823,76.9603680834743,47.12,-0.146326065063477,1.56712913513184,5.26698303222656
"168",8647,"Lyulin",652.669593528857,54.2256723275258,482979.386026812,4698111.8988931,"Legacy verification","Burial Mound","Pasture","Pasture","28","2.5","3 - damaged","Looting",165.495544433594,3.29571557087244,54.0429407894298,96.04,0.0500831604003906,1.06483459472656,4.41487121582031
"169",9871,"Lyulin",1319.86443741173,82.8297197879224,482199.371189318,4698328.70212606,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture","20","2","2 - minor damage","Agriculture",197.826095581055,6.38033024281665,15.3975849196015,11.87,0.329429626464844,2.62148284912109,8.00868225097656
"170",9872,"Lyulin",1404.70004323318,78.2995351691849,482133.40171806,4698208.57927382,"Legacy verification","Burial Mound","Annual agriculture","Scrub","14","1.8","4 - seriously damaged","Looting",208.830551147461,4.84777008434404,80.7450017630232,19.06,-0.579935073852539,1.7150707244873,7.32861328125
"171",8777,"Lyulin",1344.25519075125,4.61717990076318,483400.704144996,4697153.55296024,"Legacy verification","Tell?","Annual agriculture","Pasture","100","5","2 - minor damage","Animal activity",169.657104492188,3.33164820651211,352.758805934827,37.59,0.624702453613281,1.37907409667969,4.28131103515625
"172",8778,"Lyulin",1393.81789356277,4.20887928775825,483406.617599239,4697103.38682823,"Survey","Surface Scatter","Annual agriculture","Annual agriculture","100","0","1 - pristine","Agriculture",170.852416992188,1.33385376182401,21.3165030016559,47.84,0.559408187866211,0.706995010375977,2.02999877929688
"173",9873,"Lyulin",2348.74376793739,97.6441384768724,481181.042401772,4698805.87552361,"Legacy verification","Burial Mound","Forest","Scrub","17","1.8","2 - minor damage","Excavation (Trench may be of military origin. Angel considers it very unlikely to be a robbers trench due to location and depth in mound.)",199.632080078125,8.02913083510959,18.5483709973349,55.76,0.474973678588867,3.3159351348877,9.93421936035156
"174",8648,"Irechekovo",5808.46849608646,326.915774633977,480327.592921248,4699085.26867288,"Legacy verification","Uncertain Feature?","Forest","Forest","40","5","4 - seriously damaged (We do not know if this is looting due to the uncertainty of the type of feature)?","Other",240.404190063477,5.2716937305391,105.885578592691,90.65,1.28841018676758,1.80318832397461,6.177734375
"175",8779,"Lyulin",1372.57610453601,1.54432461051153,483471.922413294,4697121.36820498,"Survey","Other","Annual agriculture","Annual agriculture","0","0","0 - No observation","Post-depositional",169.896530151367,1.04961138584289,75.8908325142967,70.07,0.469707489013672,0.521442413330078,1.15322875976562
"176",8780,"Lyulin",1414.54803089661,351.681082729486,483713.574647736,4697093.78149555,"Legacy verification","Burial Mound","Annual agriculture","Pasture","25","5","1 - pristine","Looting",165.248352050781,1.68497972047917,84.2826078273293,96.79,-0.108484268188477,0.548768997192383,2.08660888671875
"177",9874,"Lyulin",2370.25248874404,87.4618390444348,481140.986583684,4698388.4796503,"Legacy verification","Burial Mound","Pasture","Forest","25","3.5","2 - minor damage","Looting",228.227493286133,3.12053396533452,73.2408460247829,71.33,-0.0496692657470703,1.06394004821777,3.66021728515625
"178",8781,"Lyulin",2431.64080583127,16.7588974495492,482807.762346663,4696165.08501382,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture","20","2","2 - minor damage","Agriculture",216.120162963867,4.19932410798455,43.7189532763916,70.65,0.238862991333008,1.53654289245605,5.36433410644531
"179",8782,"Lyulin",2529.09422500102,16.8845685527818,482774.35226207,4696073.37611894,"Legacy verification","Burial Mound","Annual agriculture","Pasture","13","1.6","1 - pristine","Agriculture",220.346313476562,1.36938426076746,39.7724522294525,59.78,0.279943466186523,0.521284103393555,2.2528076171875
"180",9875,"Lyulin",2652.14895860692,83.3955473431983,480874.364883056,4698188.4105707,"Legacy verification","Burial Mound","Forest","Forest","15","1.8","2 - minor damage","Other",251.413543701172,5.2178559051329,24.0788223193997,70.76,0.547128677368164,2.17955207824707,6.89707946777344
"181",9876,"Lyulin",2675.582009146,82.8041757404141,480854.40505298,4698158.29987161,"Legacy verification","Burial Mound","Forest","Forest","20","1.8","1 - pristine","No observation",254.417770385742,4.45326337562796,34.5436557007149,73.48,0.334737777709961,1.75818824768066,5.89520263671875
"182",8783,"Lyulin",3546.83431081626,41.2216929065271,481171.64112144,4695825.63947056,"Legacy verification","Burial Mound","Annual agriculture","Scrub","20","0.5","4 - seriously damaged","Agriculture",252.87092590332,3.41347928585372,137.984743772335,62.77,-0.21971321105957,1.24108695983887,4.15953063964844
"183",9877,"Lyulin",3159.3536358856,76.6194314113273,480435.322589584,4697762.31451626,"Legacy verification","Burial Mound","Forest","Forest","35","4.5","3 - damaged","Looting",277.605163574219,1.98414032515688,236.237118279809,76.9,0.677822113037109,0.874820709228516,2.49514770507812
"184",8784,"Lyulin",2126.32161549212,334.275883215575,484431.818803978,4696577.85450501,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture","25","1","5 - extinct or near extinct","Agriculture",178.001373291016,2.96702575079863,272.328368116277,37.91,0.87891960144043,1.1280689239502,3.01031494140625
"185",9878,"Lyulin",1966.75197959638,63.3552908560018,481751.021827007,4697611.44269358,"Legacy verification","Burial Mound","Annual agriculture","Forest","16","0.4","4 - seriously damaged","Agriculture",229.010299682617,2.67446802682867,323.989508567533,15.94,0.131418228149414,1.02330207824707,4.02494812011719
"186",8785,"Nedyalsko",3331.72359103514,173.186940579056,485180.004264029,4704424.96823166,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture","40","1.4","3 - damaged","Agriculture",265.938781738281,1.15760201375997,148.491922865423,24.73,0.534564971923828,0.565174102783203,1.54922485351562
"187",8786,"Nedyalsko",2701.25136475445,161.589980367812,484722.151994093,4703679.7751001,"Legacy verification","Burial Mound","Perennial agriculture","Pasture","32","3","2 - minor damage","Animal activity",243.399978637695,2.58045788131886,265.191660025802,1.45,-0.256162643432617,0.836587905883789,2.95606994628906
"188",9879,"Nedyalsko",4584.25523674443,66.2237649211406,481380.072000735,4699268.55688661,"Legacy verification","Burial Mound","Annual agriculture","Scrub","16","0.4","4 - seriously damaged","Agriculture",202.266250610352,1.42954670673816,34.9566377973608,70.76,-0.217281341552734,0.603557586669922,1.85519409179688
"189",8787,"Nedyalsko",2261.11868521134,182.139931101436,485659.678141151,4703376.31343553,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture","28","0.5","5 - extinct or near extinct","Anthropogenic",261.493835449219,3.84174674726574,223.943827409327,5.43,0.327007293701172,1.40147018432617,4.9945068359375
"190",9880,"Nedyalsko",4789.00196048186,69.6249604633757,481085.875523467,4699449.41500902,"Legacy verification","Burial Mound","Annual agriculture","Pasture","16","0.5","4 - seriously damaged","Agriculture",195.872909545898,4.28579707675429,315.53520969057,68.48,0.291362762451172,1.57881546020508,5.70289611816406
"191",8788,"Nedyalsko",2098.1439928773,183.84410947966,485715.911467105,4703210.19511134,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture","28","0.4","5 - extinct or near extinct","Agriculture",257,1.26336250014492,157.03618122126,72.66,0.600608825683594,0.62347412109375,1.77752685546875
"192",8789,"Nedyalsko",2075.64229548387,199.905173637933,486281.930026579,4703068.40962806,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture","30","1.1","4 - seriously damaged","Agriculture",254,0.0574486094233498,271.231565889072,10.83,0.0172920227050781,0.0172920227050781,0.04876708984375
"193",9881,"Lyulin",1603.47575609783,104.915134460073,481959.46208014,4698906.16125169,"Survey","Surface Scatter","Annual agriculture","Annual agriculture","300 (Surface scatter extends along the bank of Kavak Dere River for an uncertain length and extends approx 100m uphill from the bank at minimum. The scatter is on both sides of the bank.)??","0","3 - damaged","Agriculture",171.049209594727,2.51207083682072,30.5778138207248,45.68,0.186399459838867,0.877473831176758,3.80520629882812
"194",8790,"Nedyalsko",2090.50184793005,201.430022371795,486339.042971809,4703062.74557525,"Survey","Uncertain Feature","Annual agriculture","Annual agriculture","12","0.2","5 - extinct or near extinct","Agriculture",253.921920776367,1.76818977581546,64.5716199539506,74.73,0.580160140991211,0.639623641967773,2.06759643554688
"195",8791,"Nedyalsko",2261.98605487139,223.439004060557,487130.548426026,4702759.21500935,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture","24","0.7","4 - seriously damaged","Agriculture",223.160537719727,4.67290891751323,51.7504695088524,88.73,0.883388519287109,1.63739013671875,5.83552551269531
