"","TRAP","Zemlishte","DistanceZemlishte","DirectionToZemlishte","Easting","Northing","Source","Type","LU_Around","LU_Top","DiameterMax","HeightMax","Condition","PrincipalSourceOfImpact","elevAster","slopeAster","aspectAster","prom250mbuff","TPI","TRI","rough"
"293",8682,"Palauzovo",2839.07881778332,211.276667075666,480516.371398724,4711245.96980402,"Legacy verification","Burial Mound","Pasture","Pasture","46","5","3 - damaged","Construction",165.639785766602,2.40782182226108,71.1155317570142,42.81,0.8201904296875,1.07285308837891,3.51412963867188
"294",8683,"Palauzovo",2840.70990513168,213.945058287737,480628.649514785,4711176.07078456,"Legacy verification","Burial Mound","Pasture","Pasture","49","4","4 - seriously damaged","Looting",164.74040222168,1.02762576398014,28.7941487823208,12.19,0.319278717041016,0.463153839111328,1.67889404296875
"295",8684,"Palauzovo",2857.0537580174,215.033552296858,480682.512662931,4711158.89476741,"Legacy verification","Burial Mound","Pasture","Pasture","41","3","3 - damaged","Looting",163.366653442383,3.59847644100318,66.3182839685763,95.34,0.75639533996582,1.19904518127441,4.09933471679688
"296",9975,"Straldzha",6817.87655400492,270.244377047397,481498.793006169,4716125.57027955,"Legacy verification","Burial Mound","Annual agriculture","Pasture","27","5","3 - damaged","Looting",150.895050048828,1.82964173504555,335.861183743244,99.64,-0.278470993041992,0.77552604675293,2.10160827636719
"297",9976,"Straldzha",6897.94437575224,268.868930237488,481577.578812079,4716290.81241676,"Legacy verification","Burial Mound","Annual agriculture","Pasture","40","4.5","1 - pristine","Post-depositional",145.791687011719,3.29715374538999,4.57031411512589,64.39,0.278417587280273,1.34789085388184,4.20355224609375
"298",8685,"Malenovo",2209.0410697918,102.829712735334,480044.840856731,4712335.50554921,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture","27","1","4 - seriously damaged","Agriculture",136.510360717773,4.82086557169091,132.787076513025,56.2,0.0936775207519531,1.63711929321289,6.10539245605469
"299",9977,"Straldzha",7005.2743735009,268.304093007625,481683.184367723,4716361.96965719,"Legacy verification","Burial Mound","Scrub","Pasture","32","3.6","1 - pristine","Post-depositional",141.885269165039,4.0117800527162,338.407982572939,44.09,-0.644618988037109,1.66184234619141,5.61720275878906
"300",9978,"Straldzha",7114.66479507271,268.316091887168,481792.570812722,4716363.71774435,"Legacy verification","Burial Mound","Annual agriculture","Pasture","28","3.7","2 - minor damage","Animal activity",145.881057739258,3.41160809643649,346.417110743162,49.1,-0.670942306518555,1.42719841003418,4.00126647949219
"301",9979,"Straldzha",7272.52317499674,267.978043806627,481948.97362251,4716411.24226026,"Legacy verification","Extinct Burial Mound","Annual agriculture","Annual agriculture","40","0.4","5 - extinct or near extinct","Agriculture",143,1.34274714833719,352.537254566438,61.51,-0.262590408325195,0.614297866821289,2.7857666015625
"302",8686,"Straldzha",5041.55175829746,295.627416532612,479226.570930285,4713974.09166801,"Legacy verification","Extinct Burial Mound","Annual agriculture","Annual agriculture","39","1.5","3 - damaged","Agriculture",138.004898071289,1.7695168129598,3.22472292860874,21.58,-1.69727325439453,1.69727325439453,3.55320739746094
"303",9980,"Straldzha",7344.45668060494,267.259388128361,482017.034811014,4716505.82094092,"Survey","Burial Mound","Annual agriculture","Annual agriculture","30","1.1","5 - extinct or near extinct","Agriculture",141.7470703125,2.60761261731385,353.04054447555,71.48,-0.114871978759766,1.05517196655273,3.8857421875
"304",8687,"Straldzha",4005.68561071331,300.96096647778,478115.925893753,4714093.90871022,"Legacy verification","Extinct Burial Mound","Annual agriculture","Annual agriculture","15","0.3","5 - extinct or near extinct","Agriculture",139,0.791461425559455,224.09582028556,3.61,-0.649822235107422,0.649822235107422,1.07009887695312
"305",9981,"Devetintsi",3096.65135741699,107.911447030803,482843.475528619,4716814.27532069,"Survey","Burial Mound","Annual agriculture","Annual agriculture","20","1.1","4 - seriously damaged","Agriculture",148.188980102539,2.58536763461016,312.792534121848,75.54,0.30409049987793,0.915220260620117,3.31529235839844
"306",9982,"Devetintsi",3060.94040683309,108.37729323461,482885.205815598,4716826.94208267,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture","28","1.3","4 - seriously damaged","Agriculture",148.885635375977,1.1809504070551,352.338479397547,46.76,0.176813125610352,0.47297477722168,1.7894287109375
"307",9983,"Devetintsi",3114.30856849794,108.835905599831,482842.513043937,4716867.39246802,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture","38","0.9","4 - seriously damaged","Agriculture",147.00407409668,3.61110037644235,322.632307911821,9.32,0.392349243164062,1.35940551757812,4.81573486328125
"308",8688,"Straldzha",2153.12889213857,300.217057013041,476541.551001049,4715071.02896721,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture","65","3","4 - seriously damaged","Agriculture",150.185943603516,7.76695159780196,304.40515903679,45.68,-0.460506439208984,2.52860260009766,9.72602844238281
"309",8689,"Straldzha",1414.45601693653,292.452987716226,475988.209128404,4715614.43323233,"Legacy verification","Uncertain Feature","Perennial agriculture","Scrub","57","3","2 - minor damage","Agriculture",144.901016235352,1.64991146773688,228.948370443913,94.98,-0.181484222412109,0.625373840332031,2.00430297851562
"310",9984,"Straldzha",6235.66980473345,281.053385225635,480800.970183118,4714959.12499115,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture","32","1.5","4 - seriously damaged","Agriculture",150.630752563477,6.24389320631619,166.885359194428,23.91,-0.221664428710938,2.55427932739258,7.94375610351562
